430, 8
5, 8
365, 48
330, 61
180, 42
195, 78
380, 50
250, 76
90, 46
250, 42
115, 15
365, 28
315, 32
280, 78
435, 46
100, 26
10, 10
270, 75
10, 66
370, 13
445, 34
90, 25
295, 28
235, 48
275, 51
50, 18
225, 34
255, 8
140, 12
215, 31
305, 50
265, 53
260, 69
65, 5
345, 41
170, 16
320, 56
370, 80
375, 71
335, 49
125, 55
5, 78
245, 54
475, 18
350, 63
160, 23
90, 21
345, 55
75, 67
85, 29
295, 56
100, 80
295, 9
440, 66
465, 11
170, 9
140, 54
275, 19
170, 41
305, 68
465, 5
145, 31
450, 11
15, 17
80, 20
95, 68
460, 72
440, 42
480, 14
360, 17
0, 43
250, 36
10, 47
220, 19
240, 41
355, 50
110, 25
295, 13
165, 64
360, 15
455, 76
75, 58
410, 56
250, 43
245, 44
115, 30
130, 57
80, 56
360, 52
300, 66
315, 6
110, 41
410, 57
295, 35
105, 12
100, 38
345, 56
240, 76
360, 49
350, 79
15, 33
80, 77
315, 24
130, 55
465, 20
255, 75
210, 77
220, 38
75, 38
335, 25
105, 30
120, 31
90, 42
150, 6
200, 20
310, 64
10, 58
345, 7
325, 46
340, 26
55, 21
465, 42
175, 46
365, 52
155, 27
195, 16
135, 53
190, 42
220, 26
460, 61
450, 5
345, 78
115, 27
235, 6
210, 31
10, 43
300, 23
30, 76
465, 8
215, 13
130, 47
495, 67
110, 48
340, 79
165, 59
405, 80
5, 6
170, 57
5, 71
495, 75
55, 29
30, 16
125, 11
425, 12
115, 52
170, 34
465, 24
345, 28
260, 5
30, 63
485, 55
190, 55
150, 37
320, 30
410, 54
330, 27
395, 65
5, 45
405, 53
110, 71
455, 10
475, 55
450, 37
55, 29
185, 54
275, 11
140, 45
5, 14
460, 12
455, 57
305, 61
80, 77
320, 65
450, 42
220, 21
425, 76
190, 46
125, 45
160, 69
370, 62
455, 63
240, 40
300, 20
375, 67
215, 30
240, 41
300, 43
275, 62
460, 47
55, 60
55, 11
105, 16
270, 10
25, 79
375, 75
210, 36
110, 39
100, 60
385, 44
330, 35
105, 78
470, 80
335, 35
275, 23
100, 53
215, 8
100, 80
300, 18
165, 20
405, 8
345, 71
200, 74
370, 7
50, 21
150, 21
155, 71
215, 45
445, 28
460, 77
460, 27
300, 37
45, 47
10, 56
210, 42
455, 49
300, 36
40, 15
150, 68
0, 79
430, 38
395, 20
360, 46
315, 77
405, 41
395, 38
0, 61
165, 66
270, 40
110, 40
495, 32
65, 69
120, 63
290, 51
315, 12
10, 64
415, 9
205, 33
250, 26
375, 43
335, 39
295, 41
485, 69
155, 47
85, 5
320, 64
65, 11
480, 71
195, 76
10, 66
125, 66
145, 7
170, 66
410, 35
135, 44
455, 58
455, 25
25, 29
160, 51
445, 30
480, 6
35, 14
260, 6
30, 5
440, 30
435, 78
40, 24
365, 75
420, 51
250, 20
65, 59
440, 38
370, 53
355, 22
15, 37
290, 45
165, 79
320, 9
375, 35
395, 15
0, 11
285, 79
395, 54
160, 5
420, 13
5, 19
230, 51
170, 11
105, 48
250, 24
195, 16
320, 73
245, 36
30, 6
495, 57
455, 32
20, 13
325, 60
345, 53
220, 13
95, 60
40, 72
175, 75
375, 66
455, 10
190, 23
385, 55
125, 46
460, 44
430, 58
475, 18
335, 35
320, 19
440, 17
350, 72
255, 62
55, 41
380, 16
175, 26
150, 50
295, 79
330, 33
470, 5
225, 35
25, 42
55, 46
135, 66
230, 25
285, 75
400, 37
80, 57
285, 42
60, 66
310, 64
435, 62
320, 52
310, 31
380, 62
165, 59
275, 67
185, 58
145, 74
340, 64
310, 79
60, 72
125, 54
255, 73
410, 6
115, 25
315, 76
305, 70
340, 53
130, 28
370, 72
10, 31
420, 20
0, 30
405, 12
235, 42
280, 16
145, 59
395, 27
405, 41
250, 8
240, 53
5, 16
70, 73
290, 30
275, 9
270, 49
130, 16
230, 21
120, 16
445, 77
240, 57
0, 30
480, 54
255, 43
150, 57
390, 30
160, 56
60, 63
230, 80
420, 61
410, 46
410, 25
185, 44
495, 48
200, 40
30, 80
105, 62
45, 48
330, 37
370, 35
425, 62
145, 58
485, 58
220, 76
105, 42
465, 76
90, 44
465, 72
215, 39
80, 7
365, 44
185, 42
495, 16
405, 31
210, 25
400, 28
335, 56
380, 52
325, 61
320, 11
70, 6
10, 28
405, 63
460, 10
315, 29
425, 15
320, 31
25, 58
30, 67
85, 8
375, 78
160, 26
155, 69
235, 76
395, 30
140, 27
470, 13
410, 29
130, 55
260, 31
350, 11
70, 54
310, 53
140, 31
350, 10
105, 54
105, 51
410, 21
125, 49
430, 25
90, 10
370, 45
465, 30
40, 75
30, 51
235, 68
55, 55
315, 62
405, 34
370, 23
195, 40
300, 16
30, 13
245, 38
95, 53
100, 69
340, 10
325, 39
175, 5
395, 9
75, 20
380, 25
255, 15
380, 9
120, 76
215, 50
415, 59
380, 63
60, 38
335, 67
170, 12
475, 60
330, 71
165, 47
275, 17
90, 31
80, 36
250, 42
375, 47
465, 74
460, 25
425, 7
270, 14
200, 35
320, 16
60, 55
455, 26
340, 17
160, 51
235, 10
350, 19
15, 22
410, 37
105, 45
335, 73
270, 51
105, 47
395, 27
225, 70
240, 40
115, 28
415, 23
455, 46
275, 52
10, 25
485, 27
90, 73
445, 37
160, 70
450, 74
395, 59
430, 22
410, 35
415, 35
215, 71
435, 15
390, 65
270, 62
85, 20
235, 50
485, 43
15, 47
200, 52
320, 52
325, 56
0, 61
465, 71
355, 62
15, 14
50, 14
360, 41
25, 73
375, 14
455, 71
360, 78
70, 59
445, 46
425, 25
490, 45
155, 53
300, 74
200, 50
75, 70
160, 11
90, 78
145, 43
415, 52
90, 16
255, 55
215, 6
390, 53
55, 74
70, 8
80, 43
310, 35
130, 21
475, 48
0, 19
415, 59
360, 44
115, 68
425, 16
400, 42
415, 75
25, 68
0, 50
375, 38
75, 56
130, 46
40, 43
0, 57
15, 38
5, 23
395, 49
230, 51
45, 79
95, 23
390, 63
300, 43
140, 67
450, 34
315, 73
20, 29
70, 19
190, 30
445, 60
295, 61
300, 64
150, 78
45, 54
175, 24
55, 20
25, 43
20, 28
450, 7
225, 58
460, 11
135, 47
410, 10
170, 46
225, 9
135, 13
335, 20
255, 39
5, 32
425, 72
100, 39
390, 35
180, 20
190, 20
95, 42
365, 31
330, 23
185, 54
10, 18
410, 23
420, 27
140, 75
195, 54
175, 26
20, 28
110, 10
40, 55
350, 37
295, 21
35, 39
145, 31
480, 71
385, 6
175, 38
335, 6
495, 19
135, 5
65, 65
65, 28
200, 16
30, 72
440, 76
335, 48
385, 43
105, 18
395, 50
0, 31
320, 43
495, 57
5, 45
460, 19
160, 26
75, 40
495, 52
365, 60
135, 41
40, 15
495, 40
460, 32
385, 45
275, 50
335, 38
435, 72
365, 52
80, 56
425, 34
325, 45
130, 19
90, 32
165, 22
455, 32
475, 64
250, 62
180, 35
215, 75
240, 47
255, 65
10, 16
410, 36
490, 63
165, 13
155, 64
480, 48
15, 48
160, 73
205, 31
110, 59
115, 19
340, 24
190, 20
85, 32
35, 63
275, 68
215, 64
65, 49
240, 24
100, 13
170, 43
460, 53
430, 15
145, 72
275, 73
205, 16
120, 22
90, 22
30, 62
385, 59
495, 33
485, 38
370, 10
315, 23
120, 70
450, 51
115, 30
240, 62
215, 31
290, 26
485, 72
325, 76
205, 72
80, 49
125, 68
485, 34
135, 6
90, 38
265, 7
60, 8
115, 69
200, 47
225, 29
315, 68
470, 31
450, 37
435, 52
355, 39
255, 76
480, 20
480, 36
285, 54
415, 15
270, 80
200, 38
435, 39
0, 64
145, 64
355, 64
215, 64
240, 68
395, 22
495, 75
5, 9
390, 76
5, 67
440, 69
120, 23
45, 52
360, 65
445, 53
140, 67
190, 69
0, 61
175, 45
365, 17
245, 15
215, 76
345, 21
100, 45
125, 57
255, 9
290, 52
455, 7
15, 45
120, 79
190, 68
410, 47
200, 52
390, 79
145, 48
245, 65
285, 80
310, 31
420, 30
275, 52
55, 57
205, 55
465, 35
445, 79
105, 59
15, 46
355, 38
435, 43
70, 36
130, 37
105, 11
325, 20
180, 39
195, 64
375, 47
325, 38
345, 12
160, 30
230, 63
190, 15
190, 60
415, 49
20, 48
345, 6
115, 80
40, 5
330, 36
195, 70
415, 55
120, 70
290, 29
155, 6
210, 40
125, 64
310, 50
235, 66
10, 13
415, 59
210, 63
140, 76
380, 67
415, 35
25, 33
270, 70
145, 18
285, 30
125, 76
450, 74
100, 73
65, 24
390, 73
450, 79
305, 18
180, 27
270, 27
220, 25
105, 76
155, 62
310, 48
490, 12
280, 6
240, 74
175, 33
380, 73
375, 42
415, 77
90, 62
95, 72
90, 37
5, 48
455, 29
305, 18
485, 35
355, 6
220, 24
340, 55
115, 36
320, 40
465, 45
225, 12
210, 44
450, 60
400, 78
185, 56
490, 12
190, 46
260, 60
70, 31
110, 34
10, 15
485, 43
460, 57
35, 33
280, 48
170, 67
445, 24
285, 19
140, 27
230, 49
340, 61
165, 44
135, 29
120, 21
405, 48
165, 39
240, 65
100, 73
310, 34
395, 69
255, 39
245, 17
300, 12
0, 43
375, 5
335, 30
335, 50
10, 45
485, 64
295, 12
195, 50
30, 36
310, 13
400, 10
140, 51
85, 42
365, 13
150, 25
15, 55
485, 22
175, 28
300, 26
285, 76
40, 73
370, 26
130, 19
45, 50
215, 10
350, 46
195, 32
410, 31
485, 79
285, 70
265, 11
265, 51
30, 57
140, 13
455, 65
420, 30
350, 59
50, 69
60, 45
285, 11
455, 12
285, 53
295, 47
0, 37
235, 31
390, 19
290, 45
480, 29
80, 28
490, 18
15, 64
485, 15
485, 20
10, 70
320, 44
220, 7
415, 27
235, 23
215, 66
390, 28
200, 28
460, 35
205, 21
115, 24
95, 12
315, 63
35, 37
400, 47
5, 33
245, 23
15, 20
190, 57
315, 65
85, 42
335, 64
135, 80
85, 23
290, 43
275, 28
290, 28
345, 14
5, 41
325, 59
165, 9
95, 44
375, 41
35, 75
480, 52
225, 71
210, 69
25, 7
100, 58
225, 17
15, 33
60, 26
445, 26
300, 64
465, 17
340, 23
485, 59
110, 55
375, 16
400, 44
485, 13
185, 78
260, 65
100, 8
0, 27
155, 55
325, 25
485, 44
440, 29
495, 46
305, 53
280, 38
360, 27
105, 33
385, 20
365, 13
240, 6
70, 26
475, 72
0, 23
390, 35
460, 8
465, 63
295, 71
445, 74
0, 46
360, 56
285, 42
0, 56
360, 46
305, 78
95, 60
225, 75
190, 56
470, 39
495, 47
210, 39
80, 64
0, 62
320, 37
410, 31
120, 6
425, 23
405, 58
275, 68
300, 20
455, 55
260, 56
310, 28
470, 6
400, 20
395, 59
305, 29
325, 23
435, 14
415, 46
390, 18
485, 64
270, 80
455, 28
30, 9
440, 38
210, 32
230, 37
0, 6
170, 14
130, 74
470, 51
420, 56
235, 48
0, 47
60, 65
5, 61
390, 51
135, 50
0, 36
55, 60
445, 23
155, 44
70, 36
140, 31
225, 46
135, 22
425, 47
200, 58
285, 15
235, 5
65, 51
485, 55
230, 51
380, 34
65, 16
420, 55
5, 60
425, 70
260, 8
340, 32
355, 22
95, 5
385, 74
135, 41
465, 51
250, 7
335, 51
440, 8
130, 17
375, 39
235, 53
455, 32
85, 27
320, 56
215, 79
395, 63
120, 5
295, 23
145, 41
215, 68
55, 33
445, 17
165, 53
220, 26
480, 76
155, 9
445, 47
300, 65
140, 78
250, 72
410, 54
280, 51
475, 53
320, 32
200, 61
410, 17
50, 62
205, 13
190, 58
350, 26
490, 71
10, 27
20, 67
215, 5
100, 33
90, 26
420, 31
225, 63
205, 29
250, 16
170, 72
35, 43
75, 73
135, 55
55, 50
305, 79
450, 8
125, 75
195, 67
310, 75
325, 9
285, 50
80, 66
250, 34
240, 30
455, 47
195, 33
275, 49
345, 19
435, 45
160, 13
295, 45
200, 76
125, 36
220, 30
180, 61
465, 58
0, 7
130, 53
345, 47
340, 57
20, 40
185, 58
365, 74
190, 43
215, 34
460, 18
270, 11
290, 42
205, 14
375, 29
430, 29
400, 5
45, 69
355, 52
15, 9
160, 79
175, 29
285, 80
120, 48
440, 19
405, 32
490, 62
305, 42
20, 29
235, 21
215, 80
30, 35
240, 13
255, 27
15, 66
235, 13
200, 41
130, 66
375, 40
200, 58
380, 34
415, 24
75, 47
450, 69
125, 48
395, 22
170, 64
410, 5
40, 25
215, 22
55, 72
35, 7
315, 13
110, 16
395, 66
5, 53
155, 76
265, 10
125, 15
115, 67
65, 57
120, 16
465, 40
375, 78
155, 24
190, 31
135, 57
375, 43
110, 10
240, 61
240, 74
345, 9
105, 79
485, 61
235, 49
460, 60
400, 44
225, 17
290, 61
30, 68
110, 72
30, 6
105, 15
75, 19
350, 57
435, 74
370, 65
205, 26
155, 26
170, 20
210, 75
45, 13
375, 40
85, 45
265, 25
320, 58
470, 14
80, 42
390, 10
405, 70
355, 35
435, 39
310, 30
495, 70
5, 49
85, 12
90, 50
175, 25
485, 64
470, 39
230, 60
325, 17
0, 46
495, 50
230, 80
285, 71
465, 12
105, 22
435, 18
110, 75
60, 62
450, 17
485, 60
35, 19
300, 45
420, 33
160, 77
350, 25
80, 31
395, 18
20, 43
340, 43
180, 58
55, 70
230, 73
315, 71
465, 29
240, 56
45, 7
150, 70
295, 68
260, 73
220, 41
375, 74
35, 18
150, 71
235, 32
430, 51
310, 57
370, 23
60, 50
15, 76
90, 53
60, 77
470, 74
425, 64
460, 23
340, 71
280, 55
190, 24
325, 44
485, 69
355, 36
455, 73
310, 63
150, 80
90, 19
195, 74
70, 37
75, 51
350, 20
120, 16
290, 18
435, 11
265, 22
125, 37
380, 42
110, 30
495, 33
280, 8
180, 26
480, 79
310, 35
190, 42
240, 75
305, 28
315, 74
50, 46
80, 73
210, 14
360, 13
250, 52
270, 73
190, 35
80, 18
260, 19
105, 39
220, 58
160, 11
455, 54
460, 31
415, 77
335, 25
50, 56
120, 24
245, 13
40, 11
460, 61
375, 24
380, 13
290, 36
95, 46
345, 35
365, 5
50, 33
60, 65
365, 20
270, 60
215, 59
55, 59
385, 38
175, 67
240, 75
100, 73
270, 27
475, 78
105, 24
15, 71
220, 62
215, 36
375, 23
295, 62
450, 7
460, 40
340, 50
100, 14
85, 52
215, 28
460, 15
85, 9
385, 69
315, 70
435, 43
175, 62
410, 32
75, 58
45, 5
380, 71
265, 21
490, 21
435, 66
195, 74
330, 23
395, 14
355, 62
400, 26
10, 51
455, 49
205, 23
260, 49
195, 20
160, 42
420, 46
160, 69
220, 53
215, 60
275, 33
165, 25
30, 5
340, 50
340, 26
80, 80
270, 46
280, 62
235, 7
435, 32
215, 22
270, 34
150, 46
360, 33
60, 60
470, 49
160, 8
445, 17
450, 43
80, 50
315, 13
365, 49
80, 14
195, 77
245, 64
280, 53
445, 30
315, 45
85, 26
265, 45
170, 62
160, 51
340, 37
10, 66
160, 8
315, 31
140, 34
410, 30
25, 79
125, 52
215, 68
360, 23
265, 49
330, 36
445, 32
450, 42
415, 49
60, 74
100, 9
275, 39
325, 35
105, 72
120, 32
305, 56
330, 39
110, 5
245, 40
395, 52
185, 52
495, 70
470, 53
285, 47
155, 19
390, 28
130, 24
60, 38
45, 38
0, 59
295, 77
230, 49
405, 52
490, 56
345, 17
475, 37
455, 40
255, 36
450, 22
90, 24
245, 54
330, 75
385, 10
255, 70
470, 48
260, 25
445, 54
265, 54
430, 12
350, 76
355, 43
310, 7
205, 16
320, 62
140, 38
200, 15
95, 40
470, 22
170, 14
435, 72
310, 13
390, 72
85, 15
350, 6
405, 24
465, 23
340, 48
95, 76
85, 53
5, 63
35, 32
55, 59
335, 61
385, 39
115, 74
165, 55
495, 48
205, 17
205, 23
230, 58
60, 55
160, 21
255, 75
255, 16
480, 27
55, 41
95, 70
430, 57
415, 64
230, 19
5, 11
105, 51
150, 34
165, 5
5, 30
10, 55
35, 73
490, 29
420, 57
300, 27
95, 27
340, 62
495, 23
105, 18
365, 33
125, 6
145, 34
300, 72
385, 61
80, 42
120, 45
465, 14
475, 78
145, 63
155, 52
100, 28
115, 37
175, 65
365, 38
5, 34
225, 27
320, 21
210, 51
330, 26
360, 64
15, 21
195, 56
385, 6
390, 51
55, 24
105, 77
405, 10
155, 76
290, 8
335, 55
285, 46
225, 46
50, 58
225, 43
95, 52
60, 52
475, 30
335, 43
225, 16
480, 53
240, 76
10, 32
15, 40
315, 36
90, 60
100, 50
15, 14
365, 25
465, 79
180, 78
360, 39
320, 76
385, 57
40, 59
360, 25
60, 77
310, 35
0, 43
440, 20
260, 51
30, 54
130, 68
290, 22
20, 74
195, 74
235, 60
35, 43
315, 41
160, 17
395, 14
205, 75
440, 35
240, 75
295, 42
190, 55
260, 35
355, 7
135, 31
95, 79
440, 41
245, 76
375, 33
295, 70
50, 46
275, 29
45, 27
160, 62
375, 48
20, 73
370, 61
215, 49
110, 64
310, 33
410, 22
350, 30
190, 11
475, 10
215, 54
75, 78
480, 6
55, 5
360, 20
250, 57
450, 65
440, 32
85, 70
55, 6
360, 39
350, 42
185, 22
150, 23
300, 75
480, 46
15, 23
35, 31
35, 17
490, 12
375, 18
70, 78
120, 47
180, 24
